,M_ORIGIN,M_DESTINATION,D_LANDMARK,D_TYPE,O_LANDMARK,O_TYPE,START_TIME,TRIP_SEQUENCE,TOTAL_TIME,ACCESS_MODE,ACCESS_TIME,ACCESS_DISTANCE,WT_FS,EGRESS_MODE,EGRESS_TIME,EGRESS_DISTANCE,WT_FIS,BICYCLE_USE,TRANSFER_TIME,WAITING_TIME_SECOND_STOP,PASS,TOTAL_COST,CROWDING,GENDER,S_1,S_2,S_3,AGE,EDUCATION,OCCUPATION,INCOME,CARS,TWO_WHEELER,N_BICYCLES,OTHERS,PARKING,RENT,PARK,DESTINATION,ORIGIN,TRIP,AGE_C,ACCESS_DIS,EGRESS_DIS,RENT_BICYCLE,MALE,ACCESS_M,EGRESS_M
360,Vijayanagar (purple line),Baiyappanahalli (purple line),"KRPuram, garden city college near",Friend,"Moodalapalya, Mahalakshmi sweets near",Home,09:30:00,Metro ,90,Two-Wheeler ,10,1.5 km to 2 km ,1,Dropped-off by friends/others ,30,> 5 km ,0,For both access and egress trips ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,3,2,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,7,1,1,2,2,8,3,0,3,8
361,Baiyappanahalli (purple line),National College (green line),Srinagar ,School,Kolar,Home,08:30:00,Bus + Metro ,120,Walk ,5,< 0.5 km ,2,Auto Rickshaw ,10,1 km to 1.5 km ,4,For neither access nor egress trips ,5,10,No ,35,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,3,1,2,1,1,4,1,0,1,5
362,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",National College (green line),Basawangudi ,Work,Yelahanka ,Home,09:00:00,Bus + Metro ,60,Walk ,2,< 0.5 km ,5,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,7,6,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,1.0,1,0,0,"No, I will not use a bicycle. .",5,3,2,1,2,1,1,1,1,0,1,1
363,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Yelachenahalli (green line),Near yelchenahalli metro,Home,Malur came to Majestic ,Other,10:15:00,Metro ,40,Walk ,6,0.5 to 1 km ,7,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,26-35 yrs ,12th,Unemployed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,1,8,1,2,3,3,1,0,1,1
364,Vijayanagar (purple line),Krishna Rajendra Market (green line),"Tipu Sultan palace ,ims library ",Other,Nagarbhavi,Home,10:00:00,Bus + Metro ,60,Walk ,10,0.5 to 1 km ,2,Walk ,6,< 0.5 km ,,For both access and egress trips ,5,9,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,8,1,2,1,3,1,3,0,1,1
365,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Pantharapalya - Nayandahalli (purple line),Natus hospital ,Social,Basaveshwara nagar,Home,10:30:00,Metro ,40,Two-Wheeler ,10,2 km to 2.5 km ,5,Walk ,1,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,36-45 yrs ,12th,Business,"1,00,001 – 2,00,000",0.0,2,1,0,"No, I will not use a bicycle. .",5,3,6,1,1,3,11,1,1,1,3,1
366,Jnanabharathi (purple line),Baiyappanahalli (purple line),Hoskote toll gate ,Home,Ullal RTO office ,Friend,10:30:00,Bus1 + Metro + Bus2 ,90,Dropped-off by friends/others ,5,1.5 km to 2 km ,3,Dropped-off by friends/others ,2,< 0.5 km ,5,For access trip only ,5,6,Metro card ,30,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,"25,001 – 50,000",1.0,1,0,0,"No, I will not use a bicycle. .",5,3,1,7,4,1,2,1,2,1,8,8
367,Jnanabharathi (purple line),South End Circle (green line),Allen carrer institute ,School,"Ullal, near mangalore PU college ",Home,10:50:00,Metro ,45,Dropped-off by friends/others ,10,3.5 km to 4 km ,6,Walk ,15,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 50-75% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,0.0,2,0,0,"No, I will not use a bicycle. .",5,3,3,1,1,1,9,3,1,0,8,1
368,Yelachenahalli (green line),Mantri Square Sampige Road (green line),Hebbal,Friend,Near metro yelchenahalli,Home,11:05:00,Metro ,75,Two-Wheeler ,6,1.5 km to 2 km ,7,Auto Rickshaw ,15,> 5 km ,5,For neither access nor egress trips ,,,Metro card ,140,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,36-45 yrs ,Graduate,Employed,,1.0,2,0,0,"No, I will not use a bicycle. .",5,3,7,1,1,3,2,8,1,0,3,5
369,Yelachenahalli (green line),Mahatma Gandhi Road (purple line),"Chruch st,mg road",Friend,Close to Yelchenahalli metro station ,Home,11:15:00,Metro ,45,Walk ,6,< 0.5 km ,9,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Unemployed,,0.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,7,1,1,1,1,1,1,0,1,1
370,Mysore Road (purple line),Vijayanagar (purple line),"IAS coaching centre, vijayanagar ",Other,"Dwaraka nagar,PES college ",Home,11:10:00,Bus + Metro ,40,Walk ,5,< 0.5 km ,5,Walk ,10,1 km to 1.5 km ,,For both access and egress trips ,5,9,No ,20,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,"Walk,bus,walk","Walk,bus,walk",18-25 yrs ,Postgraduate,Student,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,8,1,2,1,1,4,3,1,1,1
371,Yelachenahalli (green line),Swami Vivekananda Road (purple line),Near BEML road,Work,ISRO layout ,Home,11:15:00,Metro ,60,Two-Wheeler ,10,2 km to 2.5 km ,8,Auto Rickshaw ,10,2 km to 2.5 km ,5,For access trip only ,,,Metro card ,40,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,>2 Lakhs,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,2,1,1,2,11,11,2,0,3,5
372,Mysore Road (purple line),Attiguppe (purple line),"Attiguppe, near TTMC stop",Friend,"Ramabhai ambedkar vasathi nilaya, jnanbharathi ",Home,11:10:00,Bus + Metro ,45,Walk ,5,< 0.5 km ,1,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,3,8,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,7,1,2,1,1,1,1,0,1,1
373,Mysore Road (purple line),Sandal Soap Factory (green line),Orion mall,Social,Chandra layout ,Home,11:00:00,Metro ,45,Walk ,20,< 0.5 km ,7,Walk ,5,< 0.5 km ,,For access trip only ,,,No ,38,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Unemployed,"50,001 – 1,00,000",1.0,3,2,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,6,1,1,1,1,1,2,1,1,1
374,Yelachenahalli (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Koramangala ,Home,Yelchenahalli ,Other,11:45:00,Metro ,60,Walk ,5,< 0.5 km ,9,Ola/Uber car ,30,> 5 km ,5,For neither access nor egress trips ,,,Metro card ,150,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Student,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,1,8,1,1,1,8,1,0,1,6
375,Doddakallasandra (green line),Rajajinagar (green line),Navaranag main road,Other,Near Metro ,Home,12:00:00,Metro ,45,Walk ,7,< 0.5 km ,8,Walk ,15,1 km to 1.5 km ,,For both access and egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,26-35 yrs ,Graduate,Employed,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,8,1,1,2,1,4,3,0,1,1
376,Mysore Road (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)","Desi masala, majestic ",Social,"Nayandahalli, Mysore road metro station ",Home,12:00:00,Metro ,40,Walk ,10,0.5 to 1 km ,7,Walk ,10,1 km to 1.5 km ,,For neither access nor egress trips ,,,No ,25,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,26-35 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,1,0,0,"No, I will not use a bicycle. .",5,3,6,1,1,2,3,4,1,1,1,1
377,Doddakallasandra (green line),Mahalakshmi (green line),"Doddakalsandra,",Home,Iskon temple,Social,12:05:00,Metro ,30,Walk ,7,0.5 to 1 km ,9,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 50-75% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,12th,Unemployed,,1.0,1,0,0,"No, I will not use a bicycle. .",5,3,1,6,1,3,3,3,1,0,1,1
378,Mysore Road (purple line),Mahalakshmi (green line),Near Mahalaxmi metro station 500m,Friend,"Kengeri bonbosco Hostel, kumbalagodu",Home,11:50:00,Bus + Metro ,70,Walk ,7,< 0.5 km ,10,Walk ,6,< 0.5 km ,,For neither access nor egress trips ,5,6,No ,33,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Unemployed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,7,1,2,1,1,1,1,0,1,1
379,Mysore Road (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Cotton pette,Friend,Chandra layout,Friend,12:05:00,Metro ,45,Auto Rickshaw ,12,3.5 km to 4 km ,7,Walk ,5,< 0.5 km ,,For both access and egress trips ,,,No ,100,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,26-35 yrs ,Graduate,Employed,"1,00,001 – 2,00,000",1.0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,7,7,1,2,9,1,3,1,5,1
380,Mysore Road (purple line),Chickpet (green line),Chikpett ,Shopping,"Hoskerehalli, kerekodi",Home,11:50:00,Bus + Metro ,90,Walk ,6,< 0.5 km ,2,Walk ,7,< 0.5 km ,,For both access and egress trips ,4,6,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Employed,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,4,1,2,1,1,1,3,0,1,1
381,Silk Institute (green line),Swami Vivekananda Road (purple line),Near metro ,Home,Camp mark near silk institute ,Restaurant,11:30:00,Metro ,100,Dropped-off by friends/others ,40,> 5 km ,8,Auto Rickshaw ,10,2.5 km to 3 km ,5,For neither access nor egress trips ,,,Metro card ,50,No crowding - Less than 25% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,26-35 yrs ,Graduate,Employed,>2 Lakhs,1.0,1,0,0,Not Applicable - because neither ends of my trip is home. .,5,4,1,5,1,2,8,7,1,0,8,5
382,Silk Institute (green line),Mahatma Gandhi Road (purple line),"Paragonl,mg road",Restaurant,"Sri Sri ayurveda hospital,",Work,12:00:00,Bus + Metro ,75,Auto Rickshaw ,5,0.5 to 1 km ,7,Walk ,3,< 0.5 km ,,For access trip only ,3,5,No ,120,No crowding - Less than 25% of seats occupied ,Female,Not eligible ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,5,2,2,1,3,1,2,0,5,1
383,Mysore Road (purple line),Mantri Square Sampige Road (green line),Mantri mall,Work,"Nayandahalli, Anthony school ",Home,12:15:00,Metro ,45,Walk ,10,0.5 to 1 km ,7,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,10th,Employed,"10,001 – 25,000",0.0,1,0,0,"No, I will not use a bicycle. .",5,3,2,1,1,2,3,1,1,1,1,1
384,Konanakunte Cross (green line),Chickpet (green line),Chikpete near sudarshan,Shopping,Anjanapura ,Home,12:10:00,Bus + Metro ,50,Walk ,2,< 0.5 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,7,7,No ,40,No crowding  - 50-75% of seats occupied ,Female,Eligible but do not use ,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,1.0,2,0,0,"No, I will not use a bicycle. .",5,3,4,1,2,1,1,1,1,0,1,1
385,Konanakunte Cross (green line),Sandal Soap Factory (green line),Orion mall,Shopping,"Meenakshi temple, Bannerghatta road ",Home,12:10:00,Metro ,60,Ola/Uber car ,20,4.5 km to 5 km ,9,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,100,No crowding  - 25-50% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,3.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,4,1,1,1,6,1,1,0,6,1
386,Mysore Road (purple line),"Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)","Skates, cubban park ",Other,"Nagarbhavi, MP sports club ",Home,12:40:00,Metro ,40,Car ,15,> 5 km ,8,Walk ,3,< 0.5 km ,,For both access and egress trips ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,0,0,0,"No, I will not use a bicycle. .",5,3,8,1,1,1,8,1,3,0,4,1
387,Konanakunte Cross (green line),"Sir.M.Visvesvaraya Stn., Central College (purple line)",Gandhi nagar,Restaurant,Konnnkunte near forum ,Friend,13:00:00,Metro ,35,Walk ,8,0.5 to 1 km ,7,Auto Rickshaw ,10,3 km to 3.5 km ,5,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,0.0,4,0,0,Not Applicable - because neither ends of my trip is home. .,5,4,5,7,1,1,3,5,1,0,1,5
388,Konanakunte Cross (green line),Mahatma Gandhi Road (purple line),"Blossoms ,mg road",Shopping,"JP Nagar,brigade millenium ",Home,12:30:00,Metro ,55,Auto Rickshaw ,25,4 km to 4.5 km ,9,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,150,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,2.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,4,1,1,1,10,1,1,0,5,1
389,Konanakunte Cross (green line),Yeshwanthpur (green line),Vaishnavi sapphire,Shopping,Electronic city,Home,12:00:00,Bus + Metro ,120,Walk ,5,< 0.5 km ,3,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,4,9,No ,100,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,4,1,2,1,1,1,1,0,1,1
390,Konanakunte Cross (green line),Jayanagar (green line),Usha apartments ,Home,Forum mall,Shopping,13:00:00,Metro ,20,Walk ,5,< 0.5 km ,7,Walk ,7,0.5 to 1 km ,,For both access and egress trips ,,,No ,40,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,26-35 yrs ,Graduate,Business,,1.0,2,1,0,"No, I will not use a bicycle. .",5,3,1,4,1,2,1,3,3,0,1,1
391,Banashankari (green line),Mahatma Gandhi Road (purple line),Chruch st,Other,Janatha bazar,Other,13:00:00,Bus + Metro ,60,Walk ,5,< 0.5 km ,3,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,5,9,Metro card ,0,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,8,8,2,1,1,1,1,0,1,1
392,Banashankari (green line),Chickpet (green line),Chikpete ,Shopping,Btm layout ,Other,13:15:00,Bus + Metro ,45,Walk ,5,< 0.5 km ,5,Walk ,7,0.5 to 1 km ,,For access trip only ,6,7,No ,23,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"No, I will not use a bicycle. .",5,3,4,8,2,1,1,3,2,0,1,1
393,Mysore Road (purple line),Chickpet (green line),Chikpett ,Shopping,"Nagarbhavi, 4th main road, govindraj nagara",Home,13:15:00,Metro ,60,Ola/Uber car ,15,4 km to 4.5 km ,7,Walk ,5,< 0.5 km ,,For access trip only ,,,No ,26,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,4,1,1,2,10,1,2,0,6,1
